2122,Excel Tannery,,,,Ranipet,Tamil Nadu,,,,,,
2123,Exes Exports,,,,Chennai,Tamil Nadu,,,,,,
2124,Expanded Polymer Systems Pvt Ltd (Bom),"C-44/1, TTC Area, MIDC,Pawne Village,, Navi Mumbai-400705",,27AABCE8627R1ZX,Mumbai,Maharashtra,400705,,22-30914300,08071682889,admin@expanded.co.in,
2125,Experts Chemical( Hyb ),"H.No. 21, 18/4, Lig Plots, 3rd Phase, Kohb Colony, Kphb, -500001, 9949733534, Expertschemicls@yahoo.Co.in",,,Hyderabad,Telangana,,,,,,
2126,EXPLICIT LEATHERS,"PLOT NO-8,14/3, MATHURA ROAD, Faridabad - 121003, Haryana, India, 9811151059",,,Faridabad,Haryana,,,,,,
2127,Explicit Leathers ( Faridabad ),"Plot No 8, 14/3, Mathura Road,Opp. Havells Chowk, Faridabad. Mr Bhawani-9958320352, 01294255000, Account@explicitleathers.in",,,Faridabad,Haryana,,,,,,
2128,Expo International (Agc),"C - 13/14/15, Site - A, Upsidc Sikandra,, Agra-282007",,09ADCPK4489J2Z2,Agra,Uttar Pradesh,282007,,,,goyals@exposhoes.in,
2129,Exquisite Enterprises,Faridabad,,,Faridabad,Haryana,,,,,,
2130,Exquisite Enterprises (Faridabad),"Address: Plot No 6, Sector 15a, Faridabad, Haryana 121007",,,Faridabad,Haryana,,,,,,
2131,EYE ENN International,"Mohidden Pura, Complex, Oomer Road,, Ambur",,,Ambur,Tamil Nadu,635802,,,,,
2132,Eyes Associates,,,,Vaniyambadi,Tamil Nadu,,,,,,
2133,F2 Leather (Hwh),"81/E Topsia Road P.S Guma Ashok Nagar, Kolkata",,19AADFF8292L1ZS,Kolkata,West Bengal,700039,,,9614302383,f2leather263@gmail.com,
2134,Faaria Impex,Chennai,,,Chennai,Tamil Nadu,,,,,,
2135,Faariha Trading,,,,Chennai,Tamil Nadu,,,,,,
2136,Faaz Enterprises,,,,Chennai,Tamil Nadu,,,,,,
2137,Faaz International,,,,Delhi,Delhi,,,,,,
2138,Faaz International  ( Ndl ),"C - 1/8, Bandh Road,, Sangam Vihar,,  - 110080",,,Delhi,Delhi,,,,,,
2139,Faaz International ( Ndls ),"C-1/8,Bandh Road, Sangam Vihar,  - 110080",,,Delhi,Delhi,,,,,,
2140,FAHMSZ International,"31/a, Tank Road, Ambalal Nagar,, Vaniyambadi",,,Vaniyambadi,Tamil Nadu,,,,,,
2141,Fair Deal Leather,,,,Delhi,Delhi,,,,,,
2142,Fair Lady Exports (Ggn),"Plot No. 576, Udyog Vihar, Phase-5,, Gurgaon-122016",,,Gurgaon,Haryana,122016,,,,,
2143,Fairmount Marketing Ltd (Cnb),,,,Kanpur,Uttar Pradesh,,,,,,
2144,Faisal Enterprises (Hwh),"7/H/4  HATIBAGAN ROAD NORTH, HATIBAGAN KOLKATA, WEST BANGAL-700006",,19AETPH5723E1ZA,Kolkata,West Bengal,700014,,,,,
2145,FAITH LEATHERS LLP (Bom),"50/62, Zohra Mansion, Shop No. 6,, Sofia Zuber Road, New Nagpada, Mumbai-400008",,27AAEFF1403A1ZA,Mumbai,Maharashtra,400008,,,9819182554,faith_leathers@yahoo.com,
2146,Faizan Shoes,,,,Chennai,Tamil Nadu,,,,,,
2147,Faizan Shoes Pvt Ltd,"# 53/26, Vepery High Road, Chennai-600003",,,Chennai,Tamil Nadu,,,,,,
2148,Falah Exports,,,,Delhi,Delhi,,,,,,
2149,Falcon International (Cnb),"88/100 Prem Nagar, Kanpur -208001",,09ADTPA3985C1ZC,kanpur,Uttar Pradesh,208001,Mr. Irshad Ahmad,,9005519999,supfalcon9@gmail.com,info@ falconintl.in
2150,Falcon ( Ndls ),"598, Devili Village,, Delhi-110080",,07AAAFF5198C1ZK,Delhi,Delhi,110080,,,9811542212,rambhawan@falconleathers.in,
2151,Falhah Enterprises,,,,Delhi,Delhi,,,,,,
2152,Fam Leathers,,,,Chennai,Tamil Nadu,,,,,,
2153,Farhan International (Hwh),"1B/22, Kustia Road,, Kolkata-700039",,19AEYPA9425P1ZI,Kolkata,West Bengal,700039,,,8133007766,farhan.international.2011@gmail.com,
2154,Farida Prince Tannery,Ambur,,,Ambur,Tamil Nadu,,,,,,
2155,Farida Shoes Pvt Ltd,,,,Ambur,Tamil Nadu,,,,,,
2156,Farida Shoes Pvt Ltd - Unit 1,"No. 17, Jalal Road, Ambur",,33AAACF0496Q1ZB,Ambur,Tamil Nadu,635802,Mr. Ansar,,,mslogistics@farida.co.in,
2157,Farida Shoes Pvt Ltd - Unit A,"No. 17 Jalal Road,, Ambur - 635802",,33AAACF0496Q1ZB,Ambur,Tamil Nadu,635802,Mr. Ansar,,,mslogistics@farida.co.in,
2158,Farida Shoes Pvt Ltd - Unit B,"No. 17, Jalal Road, Ambur",,33AAACF0496Q1ZB,Ambur,Tamil Nadu,635802,Mr. Ansar,,,mslogistics@farida.co.in,
2159,Farida Shoes Pvt Ltd - Unit C,"No. 17 Jalal Road, Ambur",,33AAACF0496Q1ZB,Ambur,Tamil Nadu,635802,Mr. Ansar,,,mslogistics@farida.co.in,
2160,Farida Shoes Pvt Ltd - Unit D,"No. 17, Jalal Road,, Ambur",,33AAACF0496Q1ZB,Ambur,Tamil Nadu,635802,,,,,
2161,Farida Shoes Pvt Ltd - Unit PALMS,"No.17, Jalal Road,, Ambur",,33AAACF0496Q1ZB,Ambur,Tamil Nadu,635802,Mr.Ansar,,,mslogistics@farida.co.in,
2162,Farinni Leather Ltd (Hwh),"7 A & B, Rai Charan, Pal Lane, , Soumen@farinni.Com, 9830085834",,,Kolkata,West Bengal,,,,,,
2163,Faris Export,"33/29 (Plot Nos. 49), Gajjupurwa, Jajmau, Kanpur-208010",,09AGZPA6789K1ZB,kanpur,Uttar Pradesh,208010,Mr. Arif,,9935029920,farisexport@yahoo.co.in,
2164,Farriha Trading,,,,Ambur,Tamil Nadu,,,,,,
2165,Faseeha Naaz,,,,Delhi,Delhi,,,,,,
2166,Fashion Belt House,,,,Delhi,Delhi,,,,,,
2167,Fashion Club Global (Ggn),"Plot No. 42, Sector-18,, Gurgaon-122015",,06AAGPJ4535P1ZD,Gurgaon,Haryana,122015,,9350497788,9310545999,anil.jain@fashionclubglobal.com,
2168,Fashion Factory International(Ndls),"C-68/1 Okhla Industrial Area Phase-II, New Dehli-110020",,07AABFF5764B1ZP,Delhi,Delhi,,,,,,
2169,Fashion Factory Intl (Sbc),"47/D, Bommasandra Jigani Link Road,, Bommasandra Industrial Area,, Bengaluru-560099",,29AABFF5764B1ZJ,Bangalore,Karnataka,560099,Mr. Varyam S. Kapoor,80 4156 6088,,frontdesk@ffubtworld.in,
2170,FAshion Focus,"Tri Nagar, ",,,Delhi,Delhi,,,,,,
2171,Fashion Focus ( Ndls ),"1797/132, Shanti- Nagar, Tri Nagar, New Delhi-110035",,07AAEFF0659E2ZN,Delhi,Delhi,110035,,,7506958945,fashionfocus.narang@gmail.com,
2172,Fashion Footwear Corporation (Bom),,,,Mumbai,Maharashtra,,,,,,
2173,Fashion House ( Okhla),"#B-252, Okhla Industrial Area, Phase, - 110020",,,Delhi,Delhi,,,,,,
2174,Fashions Shoes (Agc),"19/9D, Khatehna Rd, Hanuman Nagar, Lohamandi, , Uttar Pradesh 282010, 9837095224, Licoshoes@gmail.Com",,,Agra,Uttar Pradesh,,,,,,
2175,Fashion Trends Enterprises (Hwh),"No-61-G ,3rd Floor ,Near Khan Market ,, Gj Khan Road, Kolkata - 700039",,19AADFF8420A1ZT,Kolkata,West Bengal,700039,Mr. Rijwan,,9143219955,ra7772@gmail.com,
2176,Fashion Trendz (Okhla),"S-40 Okhla  Industrial Area Phase-II, New Delhi-110020",,07AABFF2596F1ZH,Delhi,Delhi,110020,,11-49808705,,acc@fashiontrendz.in,
2177,Fashion Zone ( Noida ),"Plot No.136 Block Udhyog Kendra, Ext.11 Sec- Ecotech-111 Noida",,09ADZPA5444L1ZX,Noida,Uttar Pradesh,,,,9811744302,info@fashion-zone.in,
2178,F A Traders,"No-20, Velan Govindan Street,Kolthwal Complex,, Cutchery Road, Vaniyambadi,",,33AAHPF7427M1ZK,Vaniyambadi,Tamil Nadu,635751,,,,,
2179,Fayisal Sharif (Sbc),,,,Bangalore,Karnataka,,,,,,
2180,Faza Leathers (Faridabad),"Faridabad, Haryana",,,Faridabad,Haryana,,,,,,
2181,FBA India (Ndl),"D 91/3 Okla Industrial Area, Pahse - I ",,,Delhi,Delhi,,,,,,
2182,Federal Sales Corporation (Bom),,,,Mumbai,Maharashtra,,,,,,
2183,FEET CARE (Aga),"Krishna Kunj 42/140-N, Halwai Ki Bagichi, Near Metro And Metro, Agra",,09ABSPA3625Q1Z3,Agra,Uttar Pradesh,282005,,,,,
2184,FEET CARE (Agc),"42/140-N, Krishna Kunj, Halwai Ki Bagichi,, Mathura Road, Agra- 282002",,09ABSPA3625Q1Z3,Agra,Uttar Pradesh,282002,Mr.Mukesh Ailawadi,,9027259495/9927092993,feetcare.agra@yahoo.com,
2185,Feet Smart (Bom),"207, Om Saibaba Compound, Sital Temple,, Sakinaka, Andhery Mumbai-400072",,27AACFF8160E1ZK,Mumbai,Maharashtra,400072,Mr.Sajjad,22-25167668,9820628531,sales@feetsmart.in,
2186,Fehman Enterprise,,,,Vaniyambadi,Tamil Nadu,,,,,,
2187,Fehman Enterprises,", Tamil Nadu",,,Chennai,Tamil Nadu,,,,,,
2188,F.F International,C.68/1 I A Ph 2 N ,,,Delhi,Delhi,,,,,,
2189,Fiberhome India Pvt Ltd (Noida),"C-48, Sector-65, Noida, Uttar Pradesh",,,Noida,Uttar Pradesh,,,,,,
2190,F.I.Leather Products (Cnb),"sultan villa 372/343, sheetla bazar jajmau kanpur, Uttarpradesh",,09AACFF1055G1ZQ,kanpur,Uttar Pradesh,208010,,,,,
2191,Fine Leather Impex (Hwh),"1M, SAPGACHI 1ST LANE, PICNIC GARDEN, Kolkata, West Bengal 700039, 9903839446",,,Kolkata,West Bengal,700039,,,,,
2192,Fine Material,,,,Agra,Uttar Pradesh,,,,,,
2193,Fine Shade,Faridabad,,,Faridabad,Haryana,,,,,,
2194,Fine Tanning  Company,Chennai,,,Chennai,Tamil Nadu,,,,,,
2195,Fine Touch Exports ( Ndls ),"A-15 , Okhla Industrial Area, Puase 1  - 20",,,Delhi,Delhi,,,,,,
2196,Fineware Leather,,,,Chennai,Tamil Nadu,,,,,,
2197,Finproject India,Jaipur,,,Jaipur,Rajasthan,,,,,,
2198,Firkee Accessories Pvt Ltd (Bom),"A-1/60, Shah & Nahar Ind. Estate, Sita Ram Jadhav Marg, Lower Parel, West, Mumbai",,27AAACK6529K1Z9,Mumbai,Maharashtra,,,,8076971462,tkfj49@hotmail.com,
2199,FIRKI WHOLESALE PRIVATE LIMITED (DELHI),"D-23/405, 100 Feet Road, Chattarpur Hills  110074",,,Delhi,Delhi,,,,,,
2200,Firki Wholesale Pvt Ltd,"D-23/405, 100 Feet Road, Chattarpur Hills, -110074",,,Delhi,Delhi,,,,,,
2201,First Guide Academy (Sbc),"#24, 14th Main Road, 4th Sector, HSR Layout,, Opp. to BDA Complex, -560102, 81055 55557, 96111 11362, Info@firstguideacademy.Com",,,Bangalore,Karnataka,560102,,,,,
2202,Fitting Mart,,,,Delhi,Delhi,,,,,,
2203,Fitting Mart (New Delhi),,,,Delhi,Delhi,,,,,,
2204,Flamingo Designs Pvt Ltd (Noida),"Ground Floor E-57Sector-8 Noida, Gautam Buddha Nagar",,09AABCF7181K1Z9,Noida,Uttar Pradesh,,,9953250271,9871896506,,
2205,Flamingo Ssi,,,,Chennai,Tamil Nadu,,,,,,
2206,Flex Feet,Vaniyambadi,,,Vaniyambadi,Tamil Nadu,,,,,,
2207,Flexo Footwear (Agc),"15/43, Soran Katra, Shahgang, , U.P., Rajyyadav620@gmail.Com",,,Agra,Uttar Pradesh,,,,,,
2208,Flourish Shoes (Cnb),"88/502, shafiabad masjid,, Chaman Ganj, Kanpur-208001",,09AZMPS1515K1ZX,kanpur,Uttar Pradesh,208001,,9453024872,9838577083,flourish.shoes@rediffmail.com,
2209,Flower Shoes,Ranipet,,,Ranipet,Tamil Nadu,,,,,,
2210,Floyd Polyplast (Agc),"8.5 km stone, Near Asharam Bapu Ashram, Arga Mathura Road Sikandra, Agra-282007",,09AACFF1281C1ZU,Agra,Uttar Pradesh,282007,,,8192077775,info.floydpolyplast@gmail.com,
2211,Fob Mumbai India (Bom),,,,Mumbai,Maharashtra,,,,,,
2212,Focus Machines India (P) Ltd ( Noida ),"C-32, Sector-10, Noida. 0120-4274200, Info@focusmachines.Net",,09AAACF9958M1ZT,Noida,Uttar Pradesh,,,,,,
2213,Foil Carafts (Noida),"F-355, Sector-63,, Noida.201301.",,09ANKPK8096K1Z5,Noida,Uttar Pradesh,201301,,,09718394027,,
2214,Food Corporation India,58/1 Diamond Harbour Road Kolkata,,,Kolkata,West Bengal,700023,,,,,
2215,Footage Gala Mumbai,"No-8 Hathi Bang, ",,,Mumbai,Maharashtra,,,,,,
2216,Footcare Components (Agc),"E-109, Upsidc, Industrial Area,, Sitc-C, Sikandra, -282007 U P, 562-2642044/3200564/8979300115, Footcarecomp@hotmail.Com",,,Agra,Uttar Pradesh,282007,,2642044/3200564/8979300115,,,
2217,Foot Care India Marketing ( Ndl ),"D- 678, Madipur Colony,  -110063",,,Delhi,Delhi,,,,,,
2218,Footnode Designer (Bom),,,,Mumbai,Maharashtra,,,,,,
2219,Foot On Shoes,Noida,,,Noida,Uttar Pradesh,,,,,,
2220,Foot On Shoes ( Agc),"Bye Pass Road, Sikandra, Agra-282007",,09AAAFF3067G1ZK,Agra,Uttar Pradesh,282007,,,9719001004,account@fos.co.in,
2221,Foot Style (Agc),"59-60, Rajeev Nagar, Sheetla Road,, Agra-282005",,09AAAFF4969M1ZU,Agra,Uttar Pradesh,282005,Mr. Jagdish,,98370 50631,,
2222,Footwear Inc. (Agc),"C/19/3, Site-A, Industrial Area, Opp. Mango Hotel, Sikandra, Agra - 282007",,09AAEFF3314J1ZJ,Agra,Uttar Pradesh,282007,,,9557854444,dangbross@yahoo.co.in,
2223,Fortuna Colours & Prints LLP (Ggn),"No. 199, Udyog Vihar, Phase 6,, Sector 37, Gurgaon-122001",,06AACCF3667M1ZB,Gurgaon,Haryana,122001,,,,charu@fortunacolours.com,
2224,Fortune Exports (Hwh),"Plot No. 52, Phase-1, Kasba Industrial Estate,, Kolkata-700107",,19AAAFF6821E1ZN,Kolkata,West Bengal,700107,,,9830911576,info@fortuneexports.co.in,syed@fortuneexports.co.in
2225,Fortune Industries (Hwh),"6C, Digberia Road, Tetultala,, Kolkata",,19AACFF2506N1ZC,Kolkata,West Bengal,,,,8697540684,info@fortuneindustries.net,
2226,Four Diamonds (Ndls),"A-14/4a, 13/01 Mayapuri Phase I,, ,  110064",,,Delhi,Delhi,110064,,,,,
2227,Franco Leome Shoes Pvt Ltd,Noida,,,Noida,Uttar Pradesh,,,,,,
2228,Freedom Shoes LLP India (Agc),"B – 57, 58, 59, E.P.I.P. Shastripuram,, Sikandra, Agra, Uttar Pradesh 282007",,09AADFF2353G1ZM,Agra,Uttar Pradesh,282007,,,093583 02350,,
2229,Freuden Berg Nonores,,,,Chennai,Tamil Nadu,,,,,,
2230,Freudenberg Nonwoven India Pltd,,,,Chennai,Tamil Nadu,,,,,,
2231,F. R Leathers,,,,Ambur,Tamil Nadu,,,,,,
2232,F S Star Industries ( Ndls ),"A- 56;Gali #3. Jafrabad ( Near Chand Masjid ), New Seelampur, New Delhi - 110053",,07ACJPA0249C1Z9,Delhi,Delhi,,,,,,
2233,Fusheen Tannery ( Kolkata ),Kolkata,,,Kolkata,West Bengal,,,,9748903338,,
2234,Future Life Style Fasion Ltd (Sbc),"Soul Space Spirit Bellandur, Bangalore",,29AABCF9869N1ZM,Bangalore,Karnataka,,,,,,
2235,Fuzail Tannings,"Periamet, Chennai.",,,Chennai,Tamil Nadu,,,,,,
2236,Gabbriel India Ltd (Ggn),"38th Milestone, National Highway 8, Block A Sector 34, ,  122004",,,Gurgaon,Haryana,122004,,,,,
2237,Gagan Packers (Agc),"19/9a, Behind Police Station Loha Mandi,, Khatena Road,  -28, 9358399150, Info@graphicarts.Co.in",,,Agra,Uttar Pradesh,,,,9358399150,,
2238,Galamint / Jaypee Place,"JMD mega place, 160-A, 1st Floor,, Sohna Road, Gurgaon",,06APPPM7861P1ZV,Gurgaon,Haryana,122001,,,,,
2239,Galaxy Cargo (Jaipur),"Jaipur, Rajsthan",,,Jaipur,Rajasthan,,,,,,
2240,Galaxy Enterprises,,,,Delhi,Delhi,,,,,,
2241,Gallop Exports Corporation (Cnb),"C-622, Defence Colony, Jajmau,, - 208010 (INDIA), 512-3094399, Gallopexports@vsnl.Net, Gallopexports@gmail.Com",,,Kanpur,Uttar Pradesh,208010,,,,,
2242,Gallop International (NDLS),10/9 West Patel Nagar  110008,,,Delhi,Delhi,,,,,,
2243,Ganesh Cartons India Private Limited (Agra),,,,Agra,Uttar Pradesh,,,,,,
2244,Ganesh Milan Mechanical Compound (Bom),,,,Mumbai,Maharashtra,,,,,,
2245,Ganges Jute Pvt Ltd (Hwh),"33A, Jawahar Lal Road, Plot No. A-2 & A-4,, 6th Floor, Bld. Chattarjee International,, -700071 W B, Gangesjutepl@gmail.Com, 033-40123123",,,Kolkata,West Bengal,700071,Mr. Manoj Aggarwal,033-40123123,,gangesjutepl@gmail.com,
2246,Ganpati Enterprises (Cnb),"55-A, Dada Nagar, -208022, 07786092110, Scarcoshoes@gmail.Com",,,Kanpur,Uttar Pradesh,208022,,,,,
2247,Ganuchi Fashion Pvt Ltd (Ndls),"RZ-185, New Vishnu Garden Extension,, , 9313264815",,,Delhi,Delhi,110018,,,,,
2248,Gaoxing Sales P Ltd,,,,Agra,Uttar Pradesh,,,,,,
2249,Garima Leather Exports Pvt.Ltd (Ggn),"626, Sector - 37 - II, Pace City, Gurgaon",,06AACCG3869J1ZC,Gurgaon,Haryana,,,124-4275240-41,9711998860,gleinfo@gmail.com,
2250,Gars India (Cnb),"N-120, Rajive Gandhi Lane, Shiv Katra, Lal Bangla,, Kanpur-208007",,09BDEPC0832N1ZL,kanpur,Uttar Pradesh,208007,,,8174889570,rak_nag2006@rediffmail.com,
2251,Garv Associates (Ndls),"A-239, Gali No. 2, Kapashera,, -110037, 9891754433/9971511288",,,Delhi,Delhi,110037,Jak Group,,,,
2252,Gateway Distriparks Ltd (Bom),"Sector-6, Dronagiri, Taluka-Uran,, Raigad- District, Navi Mumbai -400707, 9930370413/9930104496/022-27246500, Gdlcfs@gateway-Distriparks.Com",,,Mumbai,Maharashtra,400707,,,,,
2253,Gaurav Associates (Noida),"B 49, Sector 60, Noida, Uttar Pradesh 201301",,,Noida,Uttar Pradesh,,,,,,
2254,Gaurav katta (Jaipur),"16,, Diggi house, Sawai Mansingh Rd,, Jaipur, Rajasthan 302001",,,Jaipur,Rajasthan,302001,,099831 44147,,,
2255,Gautam Trading,New,,,Delhi,Delhi,,,,,,
2256,Gayatree Polymer Pvt Ltd (Pune),"S No 25/6, Narhe, Tal Haveli, Narhe Ind Zone,, Narhe,  - 411041, 20 2469 0315",,,Pune,Maharashtra,411041,,,,materials@itaresshoes.com,
2257,G.D. Batra & Co (Agc),"Block S 2, Shop-13-14, Sanjay Palace,, Agra,",,09AEDPB7197J1Z6,Agra,Uttar Pradesh,282002,,,,,
2258,Gemini Corporation (Bom),,,,Mumbai,Maharashtra,,,,,,
2259,General Motor India,,,,Pune,Maharashtra,,,,,,
2260,Genesis Colors P Ltd,,,,Gurgaon,Haryana,,,,,,
2261,Genesis International (Hwh),,,,Kolkata,West Bengal,,,,,,
2262,Genius Cap Industries (Ndls),"T-513/1, Gali Dargah Wali,, Chamelian Road, Delhi-110006",,07AABPH0524P1ZT,Delhi,Delhi,110006,,,8447749995,,
2263,Genuine International,"B.O-42, SIDCO, Sipcot, Ranipet, Vellor dt,, Tamil Nadu,",,33ATDPK4397E1ZQ,Ranipet,Tamil Nadu,632403,,,,,
2264,Genuine International (Ndls),"No-D-88/3, Okhla Industrial Area,, Phase-1, New Delhi,",,07ATTDPK4397E1Z,Delhi,Delhi,110020,,,,,
2265,Genuine Leather,,,,Kolkata,West Bengal,,,,,,
2266,Genuine Leather Exports (Hwh),"31/A, Miajan Ostagar Lane,, -700017, Genuineleatherexports@gmail.Com",,,Kolkata,West Bengal,700017,,,,genuineleatherexports@gmail.com,
2267,Genx Global ( Faridabad ),"MCF 4062, Sector - 23, Sanjay Calony Faridabad, Mob No.9811096488 Mr .Dinesh Chawola",,,Faridabad,Haryana,,,,,,
2268,Genx Shoes (Bom),"Yusuf Suleman and Bros Building Petwala, CompoundB-16, 1st Floor Madanpura Mumbai 8 Land Mark, Mumbai",,27AAJFG6888R1Z6,Mumbai,Maharashtra,444408,MR Habib Ansari,022-23061289,09699226980,,
2269,Gheli International Pvt Ltd ( Ggn ),"787, Udyog Vihar Phase - V,Gurgaon - 122001",AACCR6254N,06AACCR6254N1Z0,Gurgaon,Haryana,122001,Mr. Pathak,124-4433437,9910485262,purchase@rkcomponents.com,production@rkcomponents.com
2270,Ghelli Plast,,,,Gurgaon,Haryana,,,,,,
2271,Gilberto Alvarado (Ggn),,,,Gurgaon,Haryana,,,,,,
2272,Girdhar International (Noida),"Plot No-437, UK 2nd Ecotech 3rd, Greater Noida",,09AANFG5250D1ZF,Noida,Uttar Pradesh,,,,09810135183,,
2273,Girish Sharma (Ggn),", ",,,Gurgaon,Haryana,,,,,,
2274,Gita Enterprises (Hwh),"35/2/1A, Unique Park, PO-Behala, Kolkata-34",,19BKIPS4375P1Z3,Kolkata,West Bengal,,,,9830840317,,
2275,G.K Enterprises,"No-2/5 Kattur Sadayappan Street, Periamet,, Chennai",,,Chennai,Tamil Nadu,600 003,,,,,
2276,GKS Logistic (Ndls),"A-92B, Om Vihar, Uttam Nagar, -110059, Mr. Pawan-9810719911",,,Delhi,Delhi,,,,,,
2277,G.K Winding Wires Limited (Noida),"B-20& D-15 UPSIDC Industrial Area, Site- C Surajpur Greater Noida Distt G B Nagar, (U.P) 201306, Phone NO-120-2560201/214/468, Marketing @gkwinding.Com",,,Noida,Uttar Pradesh,,,,,,
2278,Gladwin Mark (Cnb),", , 7054106444, Accounts@leatherhubcompany.Com",,,Kanpur,Uttar Pradesh,,,,,,
2279,G L Koteshwara Rao (Ggn),"B6-801, Vatika City Home, Vatika Inxt, Sector-83, Gurgaon",,,Gurgaon,Haryana,,,,9818011007,,
2280,Global Exports (Cnb),"84/07, Gazal Ganj,, Kanpur-208012 U P",,09ACQPD3380G1ZH,kanpur,Uttar Pradesh,,,512-2225253,,accounts@globalexport.net.in,
2281,Global Footwear (Agc),"No.53, Transport Nagar, Opposite, Vikassheel Bharat Compound, Agra-282002",,09AADFG6571B1ZJ,Agra,Uttar Pradesh,,,,9837059230,info@globalfootwear.in,
2282,Global Healthfit Retail India LLP (Ndls),"72/A Baba Complex Taimoor Nagar, New Friends Colony New Delhi-110025",,07AAOFG1339G1ZE,Delhi,Delhi,1100025,,0120-15661562,,accounts@healthfit.in,less 1/- per kg above 500 kg
2283,Global Impex  (Bom),"14, Bharat Coal Compound Bail Bazar,, Kurla (W), Mumbai-400072",,27AAJFG4873E1Z8,Mumbai,Maharashtra,400072,,9820770042,7021462342,ravipalshetkar16@gmail.com,
2284,Global Impex (Noida),"A-64, Sector-57, Noida, G. B. Nagar",AAMFG2605D,09AAMFG2605D1ZN,Noida,Uttar Pradesh,,Mr. Amit,,9136767777,ac.globalimpex@gmail.com,
2285,Global International,,,,Agra,Uttar Pradesh,,,,,,
2286,Global International Fmcg (Ndls),"F-89/4/1 Drin, Phase-1, Okhla Industrial Area, New Delhi-110020",,07AARFG7264M1ZM,Delhi,Delhi,110020,,"9310035791, 9818235791",,,
2287,Global International (Noida),"Noida, Uttar Pradesh",,,Noida,Uttar Pradesh,,,,,,
2288,Global Leather Co,"Perimet, Chennai",,,Chennai,Tamil Nadu,,,,,,
2289,Globall Yours,Noida,,,Noida,Uttar Pradesh,,,,,,
2290,Globall Yours ( Noida ),"E/170 Sector 7 Noida G B Nagar, Noida",,09ANYPS9504J1ZY,Noida,Uttar Pradesh,,,,,,
2291,Global Overseas (N.Delhi),"K-96 First Floor Udyog Nagar, Rohok Road New Delhi-110011",,07AGVPK6640B1ZA,Delhi,Delhi,,,,,,
2292,Global Sales (Cnb),"209, 6/25 Shivratan State, Parvati Bagla Road,, Kanpur-208001",UNREGISTER,,kanpur,Uttar Pradesh,208001,,,9839067789,globalsales.india@gmail.com,
2293,Global Threads and Accesseries (Noida),"C-50 2nd Floor Sector 8, Noida, Glbalta2015@gmail.Com",,,Noida,Uttar Pradesh,,,,,,
2294,Global Unique Leather,,,,Vaniyambadi,Tamil Nadu,,,,,,
2295,Globe Tanners (Cnb),"52-A, 150 Ft, Road, Jajmau,, Kanpur-208010, (U.P) INDIA
",,09AABPU3355R1ZX,kanpur,Uttar Pradesh,208010,,,,accessories@globegroup.co.in,
2296,Glodwin (Cnb),"277/269, Dargah Sharif Jajmau,, -208010, , India, Adnanrafe@gmail.Com, 7054106444",,,Kanpur,Uttar Pradesh,,,,,,
2297,Glory International (Agc),"Near Sekhar Residency Plot No. 1 Khata NO. 114, Khasra NO. 84 Dehtora Sikandara Bodla Road, Paschimpuri Agra Uttar Pradesh -282007",,09FGGPK6243E1ZB,Agra,Uttar Pradesh,282007,,,,,
2298,GMS Footwear,,,,Chennai,Tamil Nadu,,,,,,
2299,GNA Exports,Noida,,,Noida,Uttar Pradesh,,,,,,
2300,GNA Exports ( Noida ),"E- 82, Sec 63, Noida, Up",,09AAKFG0656Q1ZR,Noida,Uttar Pradesh,,,,,,
2301,Goel Zippers,,,,Delhi,Delhi,,,,,,
2302,Goga Enterprises (Ndls),"304 Chand Nagar, New Delhi-110018",,07AFBPB6593F1ZL,Delhi,Delhi,,,,,,
2303,Golden Enterprises,,,,Delhi,Delhi,,,,,,
2304,Golden Exports (Cnb),"Chandra Nagar 129/17, Harjinder Nagar, Lal Banglow Kanpur",,09AKUPS7226C1ZO,kanpur,Uttar Pradesh,208007,,,,,
2305,Golden Precision Products Pvt Ltd (Bom),"51, Manoj Industrial Estate, G.D. Ambekar Road,, Wadala,  - 400031, 08048601084",,,Mumbai,Maharashtra,400031,,,,,
2306,Good Leather Shoes Pvt Ltd,"#49, Goparasanallur, Pullyemedu, Noombal, Chennai",,,Chennai,Tamil Nadu,,,,,,
2307,Good Luck,,,,Delhi,Delhi,,,,,,
2308,Good Stuff Works (Ndls),"253-A/3b 3rd Floor Shahpur Jat, New Delhi-10049",,07BOGPK9035L1ZJ,Delhi,Delhi,110049,,,,pawar1982@gmail.com,
2309,Goodyear India Ltd (Ndls),"10195/1B, Desh Bandhu Gupta Road,, Near Jhande Walan Mandir, , 9811478212",,,Delhi,Delhi,110025,,,,,
2310,Googly ( Sbc ),"No.23, Judicial Officers Layout,, 2nd Cross, R.M.V. 2nd Stage,, Bangalore-560 094",,29AAMFG4727C1ZC,Bangalore,Karnataka,560094,Mr.Kamal,,98440 36023,,
2311,Gopal & Company (Cnb),"No. 55/111, Seth Market, General Ganj, Kanpur - 208001",ADGPM7129M,09ADGPM7129M1Z0,kanpur,Uttar Pradesh,208001,,8376807931,9839708040,gncfabrics@gmail.com,
2312,Gopi Reddy Syvare Auto,"No-119,Farah Icon, Bangalore.",,,Bangalore,Karnataka,,,,,,
2313,Gopsons Papers Ltd (Noida),"A-2, Sector-64, Noida, G. B. Nagar,, Uttar Pradesh, 120-2401671/9717004364",,,Noida,Uttar Pradesh,,,,,,
2314,Goutam (Hwh),"Calutta Rowing Club, ",,,Kolkata,West Bengal,,,,,,
